"","condition_SL3_vs_ctl"
"UGA4",-0.368344397985839
"CAALFM_C105720WA",-0.682357742733616
"CAALFM_C105730WA",-0.506741166543096
"CAALFM_C105740CA",0.546580309439983
"CAALFM_C105750CA",0.202307593087799
"PGA26",-2.19439319588575
"PRC3",0.530883328134782
"CAALFM_C105780WA",0.0310273884395913
"CAALFM_C105790WA",-0.604627903153187
"CAALFM_C105800CA",0.00697951885011153
"GIM5",-0.0496447531428396
"RAD10",0.0541005269516662
"CAALFM_C105830WA",1.56342043753542
"PRN1",-0.118782789561113
"POL32",-0.219100881050724
"PRN2",0.512950459101801
"PRN3",0.143482851420354
"PRN4",0.0621962032095938
"CAALFM_C105890WA",2.22239309610495
"CAALFM_C105900WA",0.0766009691944206
"SIP5",0.706557007948888
"CAALFM_C105920WA",2.85512544218699
"CAALFM_C105930CA",0.470885011879139
"PHO87",-1.83186954744864
"CAALFM_C105950CA",-0.324381418391581
"PGA45",-2.15324232386465
"CAALFM_C105970WA",2.30820224219776
"CAALFM_C105980WA",0.622205490105801
"CAALFM_C105990CA",-0.23670514381053
"CAALFM_C106000WA",0.0503277187032094
"CHS7",0.186399280265226
"RGD1",0.327090582333357
"CAALFM_C106030CA",-0.0311582026410737
"RTT101",0.0581688597490141
"CAALFM_C106050CA",-0.0546710466084356
"ACP1",-0.332232482272242
"CAALFM_C106070WA",-0.795100793236013
"ARC35",-0.0396086879446586
"CAALFM_C106090CA",-0.0869182563364299
"MSI3",-0.406714543006738
"NPL4",-0.128269496407528
"CAALFM_C106120CA",-0.25273441017068
"HAC1",1.81452969539138
"CAALFM_C106150WA",0.347695851630467
"CAALFM_C106160WA",2.03133876199043
"TLO34",1.17728440571352
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.332061024175315
"BUD16",-0.398065034285821
"CAALFM_C106220CA",0.0277640326478263
"MDM34",0.0874498349628069
"CAALFM_C106250WA",0.126755019799141
"PGA50",-0.275864971674061
"CAALFM_C106270WA",0.530001256799618
"UME6",3.64443623848148
"CAALFM_C106300WA",-0.31945642737713
"CAALFM_C106310WA",-0.234958500241062
"CAALFM_C106320WA",-0.000784636444255482
"CAALFM_C106340WA",1.53818450885089
"CAALFM_C106350WA",0.063589394509052
"CAALFM_C106360WA",0.143739068141842
"PBR1",2.66102539569895
"CAALFM_C106380CA",-0.034501896763516
"CAALFM_C106390WA",-0.0604631409208272
"CAALFM_C106400CA",-0.232816117358104
"CAALFM_C106410WA",0.277467664104586
"CAALFM_C106420CA",0.275262856686597
"CAALFM_C106430CA",0.564528595718927
"CAALFM_C106440CA",-0.501420427667596
"RPS14B",-0.495845292197945
"RPS22A",-0.446557907180044
"CAALFM_C106470WA",-1.03960231645232
"CAALFM_C106480CA",0.0201217221984367
"CAALFM_C106490CA",-0.276295351370015
"CAALFM_C106500WA",-0.120090878838757
"CAALFM_C106510CA",0.044252807608472
"BPH1",0.58850767717124
"CAALFM_C106530CA",-0.0385232285262531
"CAALFM_C106540CA",-0.34624332062249
"GLT1",0.0945460438821379
"CAALFM_C106560WA",-0.0119456533408744
"ANT1",1.45268674088814
"RPS23A",-0.594294987136602
"CAALFM_C106590CA",-0.21836757516982
"CAALFM_C106600WA",0.193040135288054
"HAK1",-0.017430125354091
"CAALFM_C106620CA",0.117353373139709
"CAALFM_C106630WA",-0.146930245347179
"CAALFM_C106640CA",-0.321711525477997
"CAALFM_C106650WA",-0.292254788179146
"CAALFM_C106660WA",0.162909161015983
"CAALFM_C106670WA",0.000922644065609494
"VPS34",0.290530148693753
"CYK3",-0.0551007674150472
"CAALFM_C106700WA",-0.275214863020892
"CAALFM_C106710WA",-0.0146718149681108
"CAALFM_C106720CA",-0.333834569925679
"RAC1",0.256136652379377
"NOP6",-0.431636756145672
"CAALFM_C106750WA",0.202966233584108
"CAALFM_C106760CA",-0.300384321883758
"CAALFM_C106770WA",-0.0824782760701257
"NPR1",0.230354752899688
"MRPL19",-0.83717739476133
"CAALFM_C106800WA",-0.361076832200074
"CAT1",1.30764499246824
"CAALFM_C106820WA",-0.218434006532862
"CAALFM_C106830WA",-0.470505593754195
"CAALFM_C106840CA",-0.16375625647061
"PCL7",-0.0307759700170239
"CAALFM_C106860WA",0.159569331735515
"CAALFM_C106870CA",0.185693815707495
"SPO22",-0.042854485873521
"CAALFM_C106890CA",-0.641862970814484
"MMD1",-0.189857879631817
"CAALFM_C106910CA",-0.0776703402491192
"CAALFM_C106920CA",0.428931773776807
"PGA63",0.0694416085887977
"ATC1",1.08323907874015
"tP(AGG)1",-0.134242236845945
"SUI2",-0.320642443814484
"CAALFM_C106970CA",0.323960784962381
"CAALFM_C106980CA",0.479949774210917
"tL(UAA)4",-0.0524091313521796
"MEF2",-0.661842141670668
"CAALFM_C107010WA",-0.47945446081174
"PUT3",-0.0608973933272594
"RBT4",0.83972236092879
"CAALFM_C107040CA",2.5039779676743
"CAALFM_C107050CA",0.461507033214275
"CAALFM_C107060CA",-0.194553189367599
"DHH1",-0.152431658041433
"CAALFM_C107080WA",2.26819703832826
"CAALFM_C107090CA",-0.18973297872133
"CAALFM_C107100CA",0.503057538338945
"TAF145",0.195886945873754
"GAP4",0.578650749072639
"CAALFM_C107130CA",-0.0872555766947188
"RIA1",-0.144604186048285
"CAALFM_C107150WA",-0.0606408871002299
"CAALFM_C107160CA",4.54749947440151
"ZCF23",0.388767817524694
"CCS1",0.292567042159553
"SOG2",0.0859667759407095
"YMC1",-0.606869200317371
"CAALFM_C107210CA",0.0470401120704439
"CAALFM_C107220WA",3.6038730446739
"PHO15",-0.192207996029881
"YPD1",-0.32397918658741
"ALG9",0.563936508679006
"CAALFM_C107260CA",0.314270182788374
"SEC34",0.0259484630816283
"CAALFM_C107280CA",-0.105121063571471
"tL(AAG)2",-0.197782653490934
"CAALFM_C107320WA",-0.132740029503506
"RME1",-1.7864477787317
"CAALFM_C107340WA",-0.142755382625657
"GPX3",0.61826857508395
"CAALFM_C107360WA",-0.101111856639321
"CPH1",0.628195243304962
"KSP1",0.00807610477041374
"CAALFM_C107390WA",0.0248279475165997
"CAALFM_C107400CA",-0.288731470824542
"SKP1",-0.233165487218638
"PEX3",0.054022617401225
"PHO100",-0.0538060179386583
"CAALFM_C107440WA",0.519513803103932
"CAALFM_C107450WA",0.241276955288012
"GPI8",0.122331995032569
"CAALFM_C107470CA",-0.0519200844423474
"CAALFM_C107480CA",0.741737843987837
"CAALFM_C107490CA",-0.048383239022828
"LHP1",-0.553335660522625
"CAALFM_C107510WA",-0.218110517490041
"IST2",0.446806981131027
"CAALFM_C107530WA",0.0284714800337698
"BBC1",0.371815677766535
"SWD2",0.150796902977108
"CAALFM_C107560WA",0.0552185918527586
"CAALFM_C107570CA",0.0228032103178224
"PRY1",0.1647862232859
"CAALFM_C107590CA",0.132268569761866
"ATP7",-0.57597790884132
"CAALFM_C107610CA",0.073518463826917
"PIR32",0.0457429572971256
"CAALFM_C107630WA",-0.349693733411977
"CAALFM_C107640CA",0.147880096752557
"CAALFM_C107650WA",1.12691025607315
"CAALFM_C107660WA",-0.138474735374326
"ZCF4",2.10967710924109
"HAP2",-0.246318523821683
"CAALFM_C107690CA",-0.165816904589663
"VRG4",-0.186751382853119
"ADE4",-0.490346099838996
"FGR6-3",0.745993265778569
"CAALFM_C107780WA",0.237324553080059
"CAALFM_C107790CA",-0.569883933989805
"MTO1",-0.297980828038008
"CAALFM_C107810CA",-0.161528523632188
"CAALFM_C107820WA",-0.309708825848469
"CAALFM_C107830CA",-0.0504146696469955
"CAALFM_C107840WA",0.0999279707550706
"CAALFM_C107850CA",-0.024872632343031
"CAALFM_C107860WA",0.0420414281424909
"SMI1",0.140699811244246
"GCS1",0.0756192165954623
"ADE5%2C7",-0.62257059558649
"COI1",0.119617743154624
"MRPL3",-0.64838376980315
